,age,job,marital_status,education,default,balance,housing_loan,personal_loan,contact_channel,last_contact_day,last_contact_month,contact_duration,campaign,gap_between_campaigns,previous,outcome_previous_campaign,insurance_subscribe
228,32,technician,single,tertiary,no,1246.0,yes,no,cellular,4.0,feb,192.0,2.0,-1.0,0.0,unknown,1.0
229,35,technician,married,tertiary,no,14232.0,yes,no,cellular,18.0,nov,372.0,2.0,-1.0,0.0,unknown,0.0
230,28,admin.,married,tertiary,no,364.0,yes,no,unknown,16.0,may,169.0,1.0,-1.0,0.0,unknown,0.0
231,55,admin.,married,secondary,no,1102.0,yes,no,unknown,15.0,may,126.0,2.0,-1.0,0.0,unknown,0.0
232,32,blue-collar,married,secondary,no,783.0,yes,no,unknown,21.0,may,923.0,3.0,-1.0,0.0,unknown,1.0
233,51,management,married,tertiary,no,-20.0,no,no,cellular,19.0,nov,139.0,3.0,-1.0,0.0,unknown,0.0
234,38,technician,divorced,tertiary,no,304.0,yes,no,cellular,20.0,apr,8.0,2.0,-1.0,0.0,unknown,0.0
235,40,admin.,married,secondary,yes,-279.0,yes,no,unknown,28.0,may,143.0,2.0,-1.0,0.0,unknown,0.0
236,43,management,married,tertiary,no,0.0,yes,no,cellular,17.0,nov,110.0,1.0,-1.0,0.0,unknown,0.0
237,25,self-employed,single,tertiary,no,557.0,no,no,telephone,5.0,aug,813.0,2.0,-1.0,0.0,unknown,0.0
238,60,blue-collar,married,primary,no,5798.0,yes,no,cellular,6.0,feb,58.0,2.0,-1.0,0.0,unknown,0.0
239,30,services,married,secondary,no,357.0,yes,no,unknown,27.0,may,659.0,4.0,-1.0,0.0,unknown,0.0
240,59,services,married,secondary,no,2965.0,yes,no,cellular,13.0,may,1970.0,3.0,-1.0,0.0,unknown,1.0
241,54,technician,married,secondary,no,10185.0,no,no,cellular,12.0,feb,251.0,1.0,186.0,3.0,success,1.0
242,47,blue-collar,married,secondary,no,116.0,yes,no,unknown,8.0,may,376.0,2.0,-1.0,0.0,unknown,0.0
243,30,management,single,tertiary,no,812.0,no,no,cellular,12.0,aug,91.0,4.0,-1.0,0.0,unknown,0.0
244,59,blue-collar,married,secondary,no,0.0,yes,no,unknown,5.0,may,226.0,1.0,-1.0,0.0,unknown,0.0
245,31,services,married,secondary,no,283.0,yes,no,cellular,19.0,nov,214.0,2.0,-1.0,0.0,unknown,0.0
246,31,self-employed,single,tertiary,no,91.0,no,no,unknown,23.0,may,206.0,1.0,-1.0,0.0,unknown,0.0
247,33,management,single,tertiary,no,87.0,no,no,cellular,12.0,aug,978.0,1.0,-1.0,0.0,unknown,1.0
248,53,blue-collar,married,secondary,no,175.0,yes,no,unknown,8.0,may,49.0,4.0,-1.0,0.0,unknown,0.0
249,29,technician,single,tertiary,no,542.0,yes,no,unknown,9.0,may,338.0,3.0,-1.0,0.0,unknown,0.0
250,56,blue-collar,divorced,secondary,no,1346.0,no,yes,cellular,28.0,jul,240.0,3.0,-1.0,0.0,unknown,0.0
251,30,admin.,married,unknown,no,4.0,yes,no,cellular,29.0,jul,176.0,21.0,-1.0,0.0,unknown,0.0
252,56,retired,married,unknown,no,230.0,no,no,cellular,8.0,sep,167.0,1.0,92.0,2.0,failure,0.0
253,37,technician,single,secondary,no,363.0,yes,no,unknown,23.0,may,110.0,3.0,-1.0,0.0,unknown,0.0
254,24,technician,married,secondary,no,556.0,yes,no,cellular,8.0,feb,278.0,1.0,94.0,4.0,success,1.0
255,47,admin.,married,secondary,no,-121.0,yes,yes,cellular,18.0,may,167.0,4.0,314.0,4.0,failure,0.0
256,59,housemaid,married,secondary,no,0.0,no,no,telephone,3.0,feb,722.0,1.0,99.0,4.0,failure,0.0
257,48,technician,married,secondary,no,127.0,no,yes,cellular,7.0,aug,524.0,5.0,-1.0,0.0,unknown,0.0
258,37,admin.,married,tertiary,no,1988.0,no,no,cellular,17.0,nov,397.0,2.0,-1.0,0.0,unknown,0.0
259,23,student,single,tertiary,no,250.0,yes,no,unknown,12.0,may,166.0,2.0,-1.0,0.0,unknown,0.0
260,35,admin.,single,secondary,no,-413.0,yes,no,unknown,23.0,may,178.0,1.0,-1.0,0.0,unknown,0.0
261,31,management,single,tertiary,no,12607.0,no,no,cellular,22.0,may,150.0,1.0,-1.0,0.0,unknown,0.0
262,48,blue-collar,single,primary,no,396.0,yes,no,unknown,12.0,may,194.0,3.0,-1.0,0.0,unknown,0.0
263,33,blue-collar,married,primary,no,3704.0,yes,no,unknown,6.0,jun,447.0,2.0,-1.0,0.0,unknown,0.0
264,30,blue-collar,single,primary,no,1395.0,yes,no,cellular,21.0,nov,569.0,1.0,175.0,3.0,other,0.0
265,37,blue-collar,married,primary,no,213.0,no,yes,unknown,5.0,jun,323.0,1.0,-1.0,0.0,unknown,0.0
266,32,admin.,married,secondary,no,4764.0,no,no,telephone,21.0,nov,69.0,2.0,-1.0,0.0,unknown,0.0
267,48,services,divorced,secondary,no,-276.0,yes,yes,cellular,13.0,may,674.0,1.0,-1.0,0.0,unknown,1.0
268,29,blue-collar,married,secondary,no,508.0,yes,yes,unknown,19.0,jun,262.0,5.0,-1.0,0.0,unknown,0.0
269,31,unemployed,single,secondary,no,209.0,yes,no,cellular,6.0,may,193.0,1.0,-1.0,0.0,unknown,0.0
270,29,technician,single,secondary,no,115.0,no,no,unknown,27.0,may,340.0,1.0,-1.0,0.0,unknown,0.0
271,35,unemployed,married,tertiary,no,1057.0,yes,no,cellular,8.0,apr,902.0,2.0,-1.0,0.0,unknown,0.0
272,35,technician,single,secondary,no,183.0,no,no,cellular,24.0,apr,78.0,2.0,-1.0,0.0,unknown,0.0
273,31,management,single,tertiary,no,935.0,no,no,cellular,31.0,jul,64.0,5.0,-1.0,0.0,unknown,0.0
274,30,management,single,tertiary,no,1422.0,yes,yes,cellular,29.0,jan,305.0,1.0,223.0,27.0,failure,0.0
275,35,blue-collar,married,secondary,no,229.0,no,no,unknown,26.0,may,435.0,3.0,-1.0,0.0,unknown,0.0
276,49,blue-collar,divorced,primary,no,-9.0,yes,yes,unknown,5.0,may,389.0,1.0,-1.0,0.0,unknown,0.0
277,31,blue-collar,single,tertiary,no,60.0,yes,yes,unknown,6.0,may,389.0,1.0,-1.0,0.0,unknown,0.0
278,59,technician,divorced,tertiary,no,0.0,no,no,cellular,8.0,aug,124.0,4.0,-1.0,0.0,unknown,0.0
279,31,blue-collar,married,secondary,no,-446.0,no,no,unknown,3.0,jun,180.0,1.0,-1.0,0.0,unknown,0.0
280,47,services,married,secondary,no,3216.0,yes,no,unknown,15.0,may,451.0,2.0,-1.0,0.0,unknown,0.0
281,46,management,married,tertiary,no,1808.0,no,no,cellular,8.0,aug,172.0,2.0,-1.0,0.0,unknown,0.0
282,60,retired,married,primary,no,894.0,yes,no,unknown,15.0,may,65.0,7.0,-1.0,0.0,unknown,0.0
283,38,self-employed,married,tertiary,no,0.0,no,yes,cellular,15.0,jul,77.0,3.0,-1.0,0.0,unknown,0.0
284,37,management,single,tertiary,no,72.0,yes,yes,cellular,20.0,apr,885.0,5.0,150.0,7.0,failure,1.0
285,49,blue-collar,married,primary,no,305.0,yes,yes,telephone,10.0,jul,834.0,10.0,-1.0,0.0,unknown,0.0
286,43,blue-collar,married,secondary,no,1343.0,yes,yes,cellular,25.0,jul,211.0,2.0,-1.0,0.0,unknown,0.0
287,40,services,single,secondary,no,856.0,yes,no,telephone,17.0,nov,70.0,1.0,-1.0,0.0,unknown,0.0
288,31,blue-collar,married,primary,no,490.0,yes,no,unknown,29.0,may,180.0,2.0,-1.0,0.0,unknown,0.0
289,31,admin.,single,secondary,no,0.0,no,no,telephone,29.0,jan,528.0,3.0,-1.0,0.0,unknown,0.0
290,36,technician,single,secondary,no,1102.0,no,no,telephone,6.0,feb,236.0,4.0,-1.0,0.0,unknown,0.0
291,54,retired,married,secondary,no,529.0,yes,no,unknown,5.0,may,1492.0,1.0,-1.0,0.0,unknown,0.0
292,52,technician,married,secondary,no,234.0,no,no,cellular,17.0,nov,255.0,1.0,-1.0,0.0,unknown,1.0
293,27,admin.,married,secondary,no,-97.0,yes,no,unknown,18.0,jun,1528.0,2.0,-1.0,0.0,unknown,1.0
294,44,technician,married,secondary,no,267.0,no,no,cellular,22.0,aug,520.0,2.0,-1.0,0.0,unknown,1.0
295,51,blue-collar,married,primary,no,720.0,no,no,cellular,7.0,jul,160.0,5.0,-1.0,0.0,unknown,0.0
296,38,technician,single,tertiary,no,178.0,yes,no,cellular,7.0,may,184.0,1.0,351.0,1.0,failure,0.0
297,55,services,divorced,primary,no,96.0,yes,yes,unknown,5.0,may,311.0,2.0,-1.0,0.0,unknown,0.0
298,38,management,divorced,tertiary,no,10638.0,no,no,unknown,12.0,jun,159.0,2.0,-1.0,0.0,unknown,0.0
299,30,blue-collar,married,primary,no,236.0,yes,no,cellular,13.0,may,44.0,1.0,364.0,1.0,failure,0.0
300,31,housemaid,married,secondary,no,1.0,yes,no,unknown,30.0,may,101.0,16.0,-1.0,0.0,unknown,0.0
301,31,management,married,tertiary,no,804.0,no,no,cellular,28.0,jan,146.0,1.0,-1.0,0.0,unknown,0.0
302,48,services,divorced,secondary,no,4906.0,yes,no,cellular,20.0,nov,200.0,1.0,190.0,1.0,failure,0.0
303,24,technician,single,secondary,yes,-1329.0,yes,no,cellular,18.0,may,50.0,1.0,356.0,2.0,other,0.0
304,31,management,married,tertiary,no,877.0,no,no,cellular,9.0,jun,192.0,1.0,93.0,7.0,other,1.0
305,39,technician,married,secondary,no,1048.0,no,yes,cellular,21.0,jul,405.0,1.0,-1.0,0.0,unknown,0.0
306,31,services,single,secondary,no,-32.0,yes,no,unknown,23.0,may,157.0,1.0,-1.0,0.0,unknown,0.0
307,37,blue-collar,single,secondary,no,3111.0,yes,no,cellular,21.0,nov,9.0,3.0,185.0,2.0,failure,0.0
308,30,blue-collar,single,secondary,no,3532.0,yes,no,unknown,26.0,may,279.0,5.0,-1.0,0.0,unknown,0.0
309,46,blue-collar,married,secondary,no,1728.0,yes,no,unknown,26.0,may,50.0,2.0,-1.0,0.0,unknown,0.0
310,26,blue-collar,single,primary,no,3342.0,yes,no,unknown,4.0,jun,329.0,4.0,-1.0,0.0,unknown,0.0
311,55,retired,married,primary,no,150.0,no,no,cellular,8.0,jul,124.0,1.0,-1.0,0.0,unknown,0.0
312,28,blue-collar,married,secondary,no,1113.0,yes,no,cellular,22.0,may,135.0,1.0,108.0,2.0,other,0.0
313,32,services,single,secondary,no,1364.0,yes,yes,unknown,17.0,jun,85.0,5.0,-1.0,0.0,unknown,0.0
314,31,blue-collar,single,secondary,no,-64.0,no,no,cellular,21.0,jul,37.0,1.0,-1.0,0.0,unknown,0.0
315,56,blue-collar,divorced,secondary,no,75.0,yes,no,unknown,12.0,may,136.0,2.0,-1.0,0.0,unknown,0.0
316,38,housemaid,married,secondary,no,333.0,yes,no,cellular,5.0,feb,606.0,2.0,202.0,1.0,other,0.0
317,34,admin.,married,secondary,no,1191.0,yes,no,unknown,21.0,may,383.0,2.0,-1.0,0.0,unknown,0.0
318,42,blue-collar,single,primary,no,19.0,yes,no,unknown,7.0,may,158.0,1.0,-1.0,0.0,unknown,0.0
319,36,blue-collar,divorced,primary,no,666.0,yes,no,cellular,11.0,may,285.0,1.0,-1.0,0.0,unknown,0.0
320,44,technician,married,secondary,no,8938.0,yes,no,unknown,3.0,jun,94.0,18.0,-1.0,0.0,unknown,0.0
321,48,admin.,divorced,secondary,no,771.0,yes,no,unknown,2.0,jun,133.0,1.0,-1.0,0.0,unknown,0.0
322,47,management,single,tertiary,no,216.0,yes,no,cellular,29.0,jul,193.0,10.0,-1.0,0.0,unknown,0.0
323,45,blue-collar,married,secondary,no,534.0,no,no,cellular,27.0,aug,104.0,6.0,-1.0,0.0,unknown,0.0
324,35,blue-collar,married,secondary,no,25.0,yes,no,unknown,8.0,may,23.0,5.0,-1.0,0.0,unknown,0.0
325,52,management,married,tertiary,no,-542.0,no,no,cellular,28.0,aug,80.0,2.0,-1.0,0.0,unknown,0.0
326,52,entrepreneur,divorced,secondary,no,105.0,no,yes,telephone,22.0,jul,275.0,4.0,-1.0,0.0,unknown,0.0
327,31,technician,married,secondary,no,684.0,yes,no,cellular,7.0,dec,620.0,3.0,-1.0,0.0,unknown,1.0
328,31,management,married,tertiary,no,216.0,no,no,cellular,22.0,jul,47.0,1.0,-1.0,0.0,unknown,0.0
329,60,retired,divorced,primary,no,-137.0,yes,no,cellular,22.0,jul,152.0,1.0,-1.0,0.0,unknown,0.0
330,29,technician,single,tertiary,no,370.0,yes,no,cellular,29.0,jan,119.0,2.0,251.0,5.0,failure,0.0
331,53,management,single,tertiary,no,0.0,no,no,unknown,20.0,jun,94.0,7.0,-1.0,0.0,unknown,0.0
332,45,management,married,tertiary,no,21024.0,yes,no,cellular,20.0,apr,73.0,4.0,-1.0,0.0,unknown,0.0
333,36,blue-collar,married,secondary,no,1272.0,yes,no,cellular,17.0,apr,245.0,1.0,-1.0,0.0,unknown,0.0
334,47,technician,married,secondary,no,-938.0,yes,no,unknown,28.0,may,176.0,2.0,-1.0,0.0,unknown,0.0
335,32,services,single,secondary,no,-408.0,yes,no,unknown,23.0,may,253.0,2.0,-1.0,0.0,unknown,0.0
336,47,management,married,primary,no,2793.0,yes,no,telephone,25.0,jul,102.0,4.0,-1.0,0.0,unknown,0.0
337,31,management,divorced,tertiary,no,373.0,no,no,cellular,10.0,feb,132.0,6.0,-1.0,0.0,unknown,1.0
338,30,admin.,married,secondary,no,5220.0,yes,no,cellular,21.0,nov,108.0,1.0,-1.0,0.0,unknown,0.0
339,32,management,married,tertiary,no,210.0,no,no,cellular,14.0,jul,121.0,3.0,-1.0,0.0,unknown,0.0
340,41,blue-collar,married,secondary,no,2717.0,yes,yes,cellular,24.0,jul,559.0,2.0,-1.0,0.0,unknown,0.0
341,32,blue-collar,married,secondary,no,0.0,yes,no,cellular,19.0,nov,188.0,2.0,-1.0,0.0,unknown,0.0
342,72,retired,married,unknown,no,1940.0,no,no,telephone,4.0,dec,705.0,2.0,-1.0,0.0,unknown,1.0
343,57,retired,single,tertiary,no,842.0,no,no,cellular,13.0,aug,284.0,3.0,-1.0,0.0,unknown,1.0
344,52,blue-collar,married,secondary,no,2338.0,yes,no,cellular,4.0,feb,232.0,1.0,-1.0,0.0,unknown,0.0
345,61,admin.,married,unknown,no,4629.0,yes,no,cellular,27.0,jan,181.0,1.0,92.0,1.0,success,1.0
346,54,admin.,married,secondary,no,2935.0,yes,yes,cellular,17.0,nov,137.0,2.0,-1.0,0.0,unknown,0.0
347,40,blue-collar,married,secondary,no,193.0,yes,yes,unknown,26.0,may,258.0,1.0,-1.0,0.0,unknown,0.0
348,36,blue-collar,married,secondary,no,513.0,yes,no,unknown,16.0,may,427.0,3.0,-1.0,0.0,unknown,0.0
349,40,unemployed,married,secondary,no,3382.0,yes,no,unknown,14.0,may,125.0,1.0,-1.0,0.0,unknown,0.0
350,54,blue-collar,divorced,secondary,no,462.0,yes,no,unknown,23.0,may,260.0,3.0,-1.0,0.0,unknown,0.0
351,38,services,married,secondary,no,155.0,yes,no,unknown,5.0,may,248.0,1.0,-1.0,0.0,unknown,0.0
352,52,services,divorced,secondary,no,3204.0,no,no,cellular,19.0,nov,77.0,1.0,-1.0,0.0,unknown,0.0
353,40,self-employed,married,tertiary,no,13669.0,no,no,cellular,14.0,apr,255.0,7.0,-1.0,0.0,unknown,0.0
354,40,blue-collar,married,primary,no,-616.0,yes,no,cellular,21.0,nov,182.0,1.0,157.0,2.0,failure,0.0
355,27,unemployed,single,tertiary,no,37.0,yes,no,unknown,13.0,may,163.0,3.0,-1.0,0.0,unknown,0.0
356,27,management,married,tertiary,no,1.0,yes,no,cellular,22.0,jul,152.0,1.0,-1.0,0.0,unknown,0.0
357,31,entrepreneur,married,secondary,no,1302.0,yes,no,cellular,30.0,jul,89.0,3.0,-1.0,0.0,unknown,0.0
358,33,management,single,tertiary,no,153.0,yes,no,cellular,2.0,feb,405.0,1.0,-1.0,0.0,unknown,0.0
359,42,blue-collar,married,primary,no,191.0,yes,no,telephone,14.0,may,382.0,3.0,371.0,1.0,failure,0.0
360,32,technician,single,secondary,no,792.0,no,no,cellular,29.0,aug,193.0,2.0,-1.0,0.0,unknown,0.0
361,33,student,single,tertiary,no,71.0,no,no,cellular,15.0,jul,94.0,4.0,-1.0,0.0,unknown,0.0
362,29,blue-collar,married,secondary,no,457.0,yes,no,cellular,20.0,apr,72.0,3.0,341.0,1.0,other,0.0
363,57,admin.,married,unknown,no,2038.0,no,no,cellular,9.0,aug,628.0,1.0,182.0,2.0,failure,1.0
364,47,self-employed,divorced,secondary,no,218.0,yes,no,unknown,12.0,may,58.0,7.0,-1.0,0.0,unknown,0.0
365,37,technician,married,secondary,no,807.0,yes,no,cellular,21.0,nov,634.0,4.0,-1.0,0.0,unknown,0.0
366,41,services,divorced,secondary,no,-170.0,yes,no,cellular,8.0,may,125.0,1.0,-1.0,0.0,unknown,0.0
367,31,management,married,tertiary,no,50.0,no,no,cellular,19.0,aug,37.0,5.0,-1.0,0.0,unknown,0.0
368,41,unemployed,married,tertiary,no,1666.0,no,no,unknown,9.0,jun,291.0,3.0,-1.0,0.0,unknown,0.0
369,56,services,married,secondary,no,2658.0,yes,no,unknown,15.0,may,302.0,1.0,-1.0,0.0,unknown,0.0
370,45,housemaid,married,primary,no,317.0,yes,no,cellular,8.0,apr,325.0,2.0,-1.0,0.0,unknown,0.0
371,30,admin.,single,tertiary,no,261.0,no,no,cellular,19.0,oct,233.0,1.0,137.0,20.0,failure,0.0
372,40,entrepreneur,divorced,tertiary,no,0.0,no,yes,cellular,5.0,feb,985.0,6.0,-1.0,0.0,unknown,0.0
373,36,admin.,married,secondary,no,1588.0,yes,no,cellular,7.0,apr,103.0,1.0,-1.0,0.0,unknown,0.0
374,35,admin.,married,secondary,no,5270.0,no,no,unknown,16.0,jun,110.0,8.0,-1.0,0.0,unknown,0.0
375,47,management,married,secondary,no,834.0,no,no,unknown,10.0,may,165.0,1.0,-1.0,0.0,unknown,0.0
376,31,technician,single,tertiary,no,26.0,no,no,cellular,21.0,aug,419.0,4.0,-1.0,0.0,unknown,0.0
377,35,admin.,married,secondary,no,348.0,yes,yes,cellular,15.0,jul,323.0,3.0,-1.0,0.0,unknown,0.0
378,30,student,single,unknown,no,809.0,no,no,cellular,20.0,nov,26.0,5.0,171.0,2.0,failure,0.0
379,35,blue-collar,married,secondary,no,527.0,yes,yes,unknown,7.0,may,143.0,1.0,-1.0,0.0,unknown,0.0
380,52,services,married,secondary,no,3241.0,yes,no,unknown,13.0,may,105.0,1.0,-1.0,0.0,unknown,0.0
381,29,unemployed,single,secondary,no,670.0,yes,no,unknown,26.0,sep,6.0,1.0,-1.0,0.0,unknown,0.0
382,35,admin.,single,tertiary,no,5007.0,yes,no,cellular,11.0,nov,133.0,1.0,90.0,3.0,failure,0.0
383,38,technician,married,tertiary,no,-363.0,no,no,cellular,26.0,aug,101.0,2.0,-1.0,0.0,unknown,0.0
384,43,self-employed,married,secondary,no,5704.0,yes,no,cellular,6.0,aug,139.0,2.0,-1.0,0.0,unknown,0.0
385,61,retired,married,primary,no,2863.0,no,no,cellular,13.0,nov,264.0,1.0,-1.0,0.0,unknown,0.0
386,30,technician,single,tertiary,no,69.0,no,no,cellular,21.0,aug,300.0,1.0,-1.0,0.0,unknown,0.0
387,34,services,married,secondary,no,-451.0,yes,yes,cellular,23.0,jul,498.0,1.0,-1.0,0.0,unknown,0.0
388,51,admin.,married,secondary,no,0.0,no,no,cellular,21.0,jul,130.0,1.0,-1.0,0.0,unknown,0.0
389,38,technician,married,secondary,no,0.0,no,no,cellular,8.0,jul,635.0,1.0,-1.0,0.0,unknown,1.0
390,32,admin.,married,unknown,no,516.0,yes,no,cellular,7.0,may,20.0,8.0,-1.0,0.0,unknown,0.0
391,54,unemployed,divorced,secondary,no,3721.0,yes,no,cellular,30.0,jul,163.0,1.0,-1.0,0.0,unknown,0.0
392,33,entrepreneur,married,secondary,no,-627.0,yes,yes,cellular,8.0,jul,740.0,1.0,-1.0,0.0,unknown,1.0
393,35,entrepreneur,married,primary,no,-394.0,yes,no,cellular,20.0,nov,217.0,3.0,-1.0,0.0,unknown,0.0
394,53,housemaid,married,primary,yes,945.0,no,no,cellular,29.0,jan,82.0,2.0,-1.0,0.0,unknown,0.0
395,50,self-employed,married,secondary,no,111.0,no,no,cellular,11.0,aug,277.0,3.0,-1.0,0.0,unknown,0.0
396,45,admin.,married,secondary,no,820.0,yes,no,unknown,30.0,may,145.0,2.0,-1.0,0.0,unknown,0.0
397,44,management,married,tertiary,no,-84.0,yes,no,cellular,27.0,aug,159.0,6.0,-1.0,0.0,unknown,0.0
398,38,blue-collar,married,secondary,no,1663.0,yes,no,unknown,21.0,may,93.0,1.0,-1.0,0.0,unknown,0.0
399,30,technician,single,secondary,no,963.0,yes,no,cellular,18.0,may,66.0,1.0,-1.0,0.0,unknown,0.0
400,29,unemployed,single,primary,no,115.0,no,no,cellular,29.0,jan,61.0,2.0,-1.0,0.0,unknown,0.0
401,52,management,married,secondary,no,2216.0,yes,yes,cellular,14.0,may,161.0,1.0,332.0,8.0,failure,0.0
402,35,blue-collar,married,secondary,no,0.0,yes,no,cellular,9.0,jul,277.0,1.0,-1.0,0.0,unknown,0.0
403,52,housemaid,married,primary,no,135.0,no,no,cellular,8.0,aug,172.0,9.0,-1.0,0.0,unknown,0.0
404,52,self-employed,married,tertiary,no,583.0,yes,no,cellular,22.0,aug,132.0,1.0,-1.0,0.0,unknown,0.0
405,49,management,married,tertiary,no,1.0,no,no,telephone,4.0,may,1076.0,3.0,175.0,1.0,success,1.0
406,50,admin.,divorced,secondary,no,-194.0,yes,no,cellular,13.0,apr,238.0,2.0,-1.0,0.0,unknown,0.0
407,28,student,single,secondary,no,1925.0,no,no,cellular,25.0,may,252.0,1.0,88.0,4.0,failure,1.0
408,63,retired,married,secondary,no,2030.0,no,no,cellular,6.0,apr,61.0,6.0,-1.0,0.0,unknown,0.0
409,58,retired,married,tertiary,no,1326.0,no,no,cellular,28.0,aug,201.0,1.0,-1.0,0.0,unknown,0.0
410,35,blue-collar,married,primary,no,3279.0,no,no,unknown,5.0,jun,240.0,2.0,-1.0,0.0,unknown,0.0
411,29,services,married,secondary,no,182.0,yes,no,telephone,13.0,may,38.0,3.0,-1.0,0.0,unknown,0.0
412,36,management,single,secondary,no,0.0,no,no,cellular,19.0,nov,537.0,3.0,-1.0,0.0,unknown,0.0
413,30,technician,single,tertiary,no,655.0,no,no,cellular,26.0,apr,212.0,1.0,202.0,2.0,success,1.0
414,25,services,single,secondary,no,642.0,yes,yes,cellular,4.0,may,364.0,2.0,-1.0,0.0,unknown,0.0
415,24,blue-collar,married,secondary,no,0.0,yes,no,cellular,20.0,apr,83.0,3.0,306.0,4.0,failure,0.0
416,41,blue-collar,married,primary,no,1172.0,yes,no,unknown,15.0,may,153.0,1.0,-1.0,0.0,unknown,0.0
417,55,technician,divorced,secondary,no,217.0,yes,yes,cellular,26.0,may,176.0,1.0,-1.0,0.0,unknown,0.0
418,31,technician,married,tertiary,no,15.0,no,no,unknown,2.0,jun,389.0,1.0,-1.0,0.0,unknown,0.0
419,50,blue-collar,married,secondary,no,418.0,no,yes,cellular,12.0,aug,867.0,2.0,-1.0,0.0,unknown,0.0
420,39,blue-collar,married,primary,no,106.0,yes,no,unknown,7.0,may,56.0,1.0,-1.0,0.0,unknown,0.0
421,40,blue-collar,married,primary,no,2880.0,yes,no,unknown,6.0,may,145.0,2.0,-1.0,0.0,unknown,0.0
422,34,management,single,tertiary,no,26575.0,no,no,cellular,18.0,nov,93.0,1.0,-1.0,0.0,unknown,0.0
423,49,entrepreneur,married,tertiary,no,320.0,yes,yes,unknown,19.0,may,243.0,6.0,-1.0,0.0,unknown,0.0
424,32,services,single,secondary,no,2251.0,yes,yes,cellular,18.0,nov,131.0,1.0,124.0,1.0,failure,0.0
425,64,retired,married,secondary,no,588.0,no,no,cellular,16.0,jul,574.0,1.0,179.0,3.0,success,1.0
426,51,entrepreneur,married,secondary,no,934.0,yes,yes,cellular,14.0,may,164.0,3.0,-1.0,0.0,unknown,0.0
427,35,technician,married,tertiary,no,6.0,yes,no,cellular,18.0,nov,47.0,1.0,-1.0,0.0,unknown,0.0
428,28,management,single,tertiary,no,1287.0,yes,no,cellular,26.0,feb,65.0,1.0,-1.0,0.0,unknown,1.0
429,35,management,married,tertiary,no,511.0,no,no,cellular,29.0,aug,91.0,4.0,-1.0,0.0,unknown,0.0
430,57,management,married,tertiary,no,334.0,yes,no,cellular,15.0,may,169.0,2.0,365.0,2.0,failure,0.0
431,46,admin.,married,secondary,no,660.0,no,no,cellular,6.0,aug,740.0,2.0,-1.0,0.0,unknown,1.0
432,56,admin.,married,primary,no,2086.0,yes,no,cellular,5.0,may,159.0,8.0,-1.0,0.0,unknown,0.0
433,43,management,married,tertiary,no,68.0,yes,no,cellular,17.0,nov,31.0,2.0,-1.0,0.0,unknown,0.0
434,53,technician,married,secondary,no,5797.0,yes,no,cellular,3.0,feb,267.0,4.0,-1.0,0.0,unknown,0.0
435,34,services,married,secondary,no,241.0,yes,no,cellular,17.0,apr,1364.0,2.0,147.0,1.0,other,0.0
436,31,management,married,tertiary,no,0.0,yes,yes,cellular,28.0,jul,664.0,8.0,-1.0,0.0,unknown,1.0
437,39,management,married,secondary,no,643.0,yes,no,cellular,4.0,aug,295.0,1.0,-1.0,0.0,unknown,0.0
438,49,management,divorced,tertiary,no,178.0,no,no,cellular,6.0,aug,174.0,2.0,-1.0,0.0,unknown,0.0
439,46,management,divorced,secondary,yes,2.0,no,no,cellular,12.0,may,115.0,1.0,-1.0,0.0,unknown,0.0
440,32,technician,married,tertiary,no,3939.0,no,no,cellular,8.0,aug,209.0,2.0,-1.0,0.0,unknown,0.0
441,40,entrepreneur,married,primary,no,3676.0,yes,yes,unknown,15.0,may,101.0,1.0,-1.0,0.0,unknown,0.0
442,60,retired,married,tertiary,no,486.0,no,no,cellular,28.0,aug,139.0,4.0,-1.0,0.0,unknown,0.0
443,57,admin.,single,secondary,no,5768.0,yes,no,unknown,19.0,jun,512.0,1.0,-1.0,0.0,unknown,1.0
444,39,blue-collar,married,primary,no,5.0,yes,no,unknown,21.0,may,167.0,1.0,-1.0,0.0,unknown,0.0
445,49,management,divorced,tertiary,no,557.0,yes,no,unknown,20.0,jun,126.0,5.0,-1.0,0.0,unknown,0.0
446,29,technician,single,secondary,no,156.0,yes,no,unknown,27.0,may,574.0,5.0,-1.0,0.0,unknown,0.0
447,33,management,married,tertiary,no,3301.0,yes,no,cellular,2.0,nov,131.0,2.0,171.0,2.0,failure,0.0
448,35,blue-collar,married,secondary,no,2432.0,yes,no,cellular,14.0,may,196.0,2.0,-1.0,0.0,unknown,0.0
449,38,management,divorced,tertiary,no,4335.0,yes,no,cellular,18.0,may,157.0,7.0,179.0,1.0,failure,0.0
450,28,admin.,married,secondary,no,-31.0,yes,no,cellular,12.0,may,369.0,1.0,-1.0,0.0,unknown,0.0
451,58,blue-collar,married,primary,no,853.0,no,no,cellular,7.0,jul,317.0,3.0,-1.0,0.0,unknown,0.0
452,31,management,single,tertiary,no,11821.0,no,no,cellular,18.0,aug,384.0,11.0,-1.0,0.0,unknown,1.0
453,37,admin.,single,secondary,no,569.0,yes,yes,unknown,6.0,may,126.0,2.0,-1.0,0.0,unknown,0.0
